title,slug,description,shortDescription,externalUrl,videoUrl,slidesUrl,keyAssetUrl,transcriptUrl,hub,format,type,tags,boards,status,durationMinutes,views,shares,createdAt
DealHub Module 3: Advanced Quoting,dealhub-module-3-advanced-quoting,DealHub certification module 3 - Advanced Quoting,Certification path for dealhub module 3:,https://drive.google.com/file/d/1oVEM3Jjq7YMQHeW2HvEObjjfLYOt2lip/view,https://drive.google.com/file/d/1oVEM3Jjq7YMQHeW2HvEObjjfLYOt2lip/view,,,,enablement,course,certification,course|internal-ops|ps|sales,enablement,published,,0,0,2025-12-28T07:49:21.783Z
DealHub Module 4: Approvals & Dealtalk,dealhub-module-4-approvals-dealtalk,DealHub certification module 4 - Approvals & Dealtalk,Certification path for dealhub module 4:,https://drive.google.com/file/d/1nbHeiZr4OzJQN6aF1IWbwPG34jnyQvII/view,https://drive.google.com/file/d/1nbHeiZr4OzJQN6aF1IWbwPG34jnyQvII/view,,,,enablement,course,certification,course|internal-ops|ps|sales,enablement,published,,0,0,2025-12-28T07:49:21.783Z
DealHub Module 5: Publishing & Execution,dealhub-module-5-publishing-execution,DealHub certification module 5 - Publishing & Execution,Certification path for dealhub module 5:,https://drive.google.com/file/d/1kEgBI_O8-rM8B4zgvilrQYajA9Chvv0v/view,https://drive.google.com/file/d/1kEgBI_O8-rM8B4zgvilrQYajA9Chvv0v/view,,,,enablement,course,certification,course|internal-ops|ps|sales,enablement,published,,0,0,2025-12-28T07:49:21.783Z
Decagon Battlecard,decagon-battlecard,Competitive battle card comparing AI agent platform Decagon with Gladly positioning Gladly as the preferred solution.,Competitive positioning vs Decagon,https://drive.google.com/file/d/1-KbCuHpkUuCiJmSZkYO9imBki3sa50IZ/view,,,,,content,pdf,battlecard,ai-agents|decagon|enterprise|Enterprise,content,published,,0,0,2025-12-28T09:00:03.135Z
Deckers - 29% Reduction in Order-to-Contact Ratio,metric-deckers-29-reduction-in-order-to-cont,29% Reduction in Order-to-Contact Ratio | Product: Gladly Hero,Deckers achieved 29% improvement,,,,,,coe,proof-point,customer-success-metric,customer-success-metric|deckers|gladly-hero|proof-point,coe,published,,0,0,2025-12-28T15:27:13.919Z
Deckers - 60% of Customers Self-Service,metric-deckers-60-of-customers-self-service,60% of Customers Self-Service | Channel: self-service | Product: Gladly Hero,Deckers achieved 60% improvement,,,,,,coe,proof-point,customer-success-metric,customer-success-metric|deckers|gladly-hero|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
Deckers - Customer testimonial,quote-deckers-gladly-took-most-of-the-implem,"Gladly took most of the implementation burden off our team by being extremely well planned and efficient, and demonstrated why we partnered with them."" - Bryan Riter, Dir. of Customer Care",Customer testimonial quote,,,,,,coe,proof-point,customer-quote,customer-quote|deckers|gladly-hero|proof-point,coe,published,,0,0,2025-12-28T15:27:13.739Z
Demo Monkey Training,demo-monkey-training,"This video is a training session on how to use the Demo Monkey Chrome extension to customize the look and text of a demonstration environment and a prospect's website, such as changing generic reta...",GTM skills for demo monkey training,https://drive.google.com/file/d/1k69fFByM3yZ-4XZm6b6u0me53ZO44Qdr/view,https://drive.google.com/file/d/1k69fFByM3yZ-4XZm6b6u0me53ZO44Qdr/view,,,,enablement,video,gtm-training,csm|customer-success|gladly|gladly-sidekick|insights|insights-dashboards|sc|solutions-consultant|Insights,enablement,published,,0,0,2025-12-28T08:20:23.496Z
Demoing Gladly Set Up Instructions,demoing-gladly-set-up-instructions,"This document is the comprehensive ""go-to guide"" for setting up and conducting a product demonstration of Gladly, an AI-powered customer service platform.",Presentation on demoing gladly set,https://docs.google.com/document/d/1_ghQAlKgoWlT6vJeZ93hOkP4x6Eg5ft3alxyebSrs5s/edit?tab=t.8he7fz6pw1bq#heading=h.mr16ie5z3f3u,,,,,content,guide,deck,csm|customer-success|demo|gladly-team|sales|sc|solutions-consultant,content,published,,0,0,2025-12-28T08:20:23.496Z
Discovery,discovery,"This self-led program equips you to excel in first meetings by showcasing Gladly’s value, customizing the deck, building rapport, and conducting discovery.",GTM skills for discovery,,,,https://docs.google.com/document/d/1PALIKygFK0qpJUDz0TIiXPyy-xWn4oRZ9G6zezCyfYs/edit?tab=t.0,,enablement,course,gtm-training,course|csm|customer-success|gtm-strategy|sales|value-realization,enablement,published,,0,0,2025-12-28T07:49:21.783Z
Dixa Battlecard,dixa-battlecard,Dixa Battle Card for Gladly sales teams competing against Dixa.,Competitive positioning vs competitors,https://docs.google.com/document/d/1_x1GZjDmha5lDn-Fn2a0tkeAV10NdVeN0nP147KX3lk/edit,,,,,content,document,battlecard,conversational|dixa|smb|SMB,content,published,,0,0,2025-12-28T09:00:03.135Z
ENT/MM:  Early Stage Execution S1>S3,entmm-early-stage-execution-s1s3,"This selection of documents and sheets focuses on sales and Go-to-Market (GTM) strategy for Gladly, encompassing a GTM hub, competitor battlecards, and detailed sales process documentation.",GTM skills for ent/mm: early stage,https://drive.google.com/file/d/1ANX05XbSEjOsSo7UD8mZm61zCCXcf9Ke/view?usp=drive_link,https://drive.google.com/file/d/1ANX05XbSEjOsSo7UD8mZm61zCCXcf9Ke/view?usp=drive_link,https://docs.google.com/presentation/d/1oCEMXXzyw83HJfIpGIgOd6QD0JMWvu4H4Eh2NkZe6pw/edit?usp=drive_link,https://drive.google.com/drive/folders/1WLdRQ7c1tPNfwkUdzXVb9U0-pmhN5RUe,,enablement,live-replay,gtm-training,playbook|sales,enablement,published,,0,0,2025-12-28T07:49:21.783Z
Exec Summary Template,exec-summary-template,Template for creating executive business review summary documents.,Best practice for exec summary template,https://docs.google.com/document/d/14LpTNuM_v8QvJMv4122mFbkS_tWiLaMQPQ_oKpzBcaw/template/preview,,,,,coe,slides,internal-best-practice,csm|customer-success,coe,published,,0,0,2025-12-28T08:20:23.496Z
Executive Meeting Schedule & Summaries,executive-meeting-schedule-summaries,"This document contains detailed meeting notes from May to December 2025 regarding Gladly's partnership with Nordstrom, outlining executive discussions and technical workstreams.",Best practice for executive meeting schedule,https://docs.google.com/document/d/1r8gaizvRrwq9_cO4py62TSXoTbB5M68NJMvATRjugtE/edit?tab=t.0#heading=h.nzm35iuxl10v,,,,,coe,tool,internal-best-practice,csm|customer-success|gladly|gladly-sidekick,coe,published,,0,0,2025-12-28T08:20:23.496Z
Field Demo Certification Intro,field-demo-certification-intro,"The folder contains a presentation, meeting notes, and a recording related to the Field Demo Certification program, which is designed to train Account Executives, Account Managers, and Solutions Co...",Certification path for field demo certification,https://drive.google.com/file/d/1LJvdvlP3vDgfgS2uExr2oCmjJR55fkWY/view?usp=drive_link,https://drive.google.com/file/d/1LJvdvlP3vDgfgS2uExr2oCmjJR55fkWY/view?usp=drive_link,https://docs.google.com/presentation/d/1buZ9LWl8__ax0UAkT2vAcoQQFhvy17GJn1CJ53XpUWs/edit?usp=drive_link,https://drive.google.com/drive/folders/1fprUSo0UDj0cee4BI85oPwrI8CKWlgbP,,enablement,live-replay,certification,csm|customer-success|partner|sc|solutions-consultant,enablement,published,,0,0,2025-12-28T07:49:21.783Z
First Meeting Deck Release 2.0,first-meeting-deck-2-0,First Meeting Deck for AI-powered platform with Sidekick and Hero outcomes-based AI.,Ready-to-use first meeting deck template,https://docs.google.com/presentation/d/1TzNEZDVrxebVmFrHC4Jw6xhzUCPf4de7AUQ3-BxsNcY/edit,,,,,content,slides,template,customer-ai|first-meeting|gladly|gladly-team|hero|outcomes|sidekick|Hero|Sidekick,content,published,,0,0,2025-12-28T09:00:03.718Z
First Meeting Deck Template,first-meeting-deck-template,First Meeting Deck for Gladly CX platform introduction powered by Customer AI.,Ready-to-use first meeting deck template,https://docs.google.com/presentation/d/1Qdyxq28dI7SgXoglXYJeTR0ErMc3Z0VFYKfCOg5dOhA/edit,,,,,content,slides,template,customer-ai|discovery|first-meeting|sales|sales-methodology|sc|slides|Discovery,content,published,,0,0,2025-12-28T09:00:03.135Z
Flip Competitive + SK Voice Roadmap,flip-competitive-sk-voice-roadmap,"The folder ""EH 9/4/25: Flip Competitive + SK Voice Roadmap"" contains materials primarily focused on positioning Gladly's Sidekick Voice product against its competitor, Flip.","The folder ""EH 9/4/25: Flip Competitive",https://drive.google.com/file/d/1lX6mQR67YrmyhMj7yQKYjaHGEDu9Ia6s/view?usp=drive_link,https://drive.google.com/file/d/1lX6mQR67YrmyhMj7yQKYjaHGEDu9Ia6s/view?usp=drive_link,https://docs.google.com/presentation/d/1HXtnTEDy1whNxU0OC3CZXs4R85amvqR7cyh9wBe6Jdk/edit?usp=drive_link,https://drive.google.com/drive/folders/1HpX_xLFPJVlACOUl3IM9v5rB589JMFli?usp=drive_link,,content,live-replay,competitive,gladly|sales|voice,content,published,,0,0,2025-12-28T07:49:21.783Z
Flip.cx Voice Battle Card,flip-voice-battlecard,Comprehensive sales and enablement kit for Gladly's Sidekick Voice AI product with competitive positioning against Flip.cx.,Competitive positioning vs competitors,https://docs.google.com/document/d/1JOiR2HIDwXNUMvDK46nUV7wtX-ccRtdzgLwVTdAgiU4/edit,,,,,content,document,battlecard,flip|gladly|sidekick-voice|voice|voice-ai,content,published,,0,0,2025-12-28T09:00:03.135Z
Fortune article,fortune-article,Fortune magazine coverage of Gladly's Customer AI innovation.,Fortune magazine coverage of Gladly's Customer,https://brand-studio.fortune.com/gladly/gladly-unveils-customer-ai-to-reverse-the-decade-long-decline-in-cx/?prx_t=J9sJAAAAAAovEQA,,,,,content,article,press,brand|customer-ai|cx-strategy|enterprise|press|Enterprise,content,published,,0,0,2025-12-28T09:00:03.135Z
Full Funnel Customer Expansion Dash,full-funnel-customer-expansion-dash,Full-funnel dashboard for tracking customer expansion opportunities.,Best practice for full funnel customer,https://gladly.lightning.force.com/lightning/r/Dashboard/01ZQh000002cLtVMAU/view,,,,,coe,tool,internal-best-practice,csm|customer-success|insights|sales|Insights,coe,published,,0,0,2025-12-28T08:20:23.496Z
Genesys Battlecard,genesys-battlecard,Competitive battle card positioning Gladly against Genesys as a Hero and Sidekick Competitor with key differentiators.,Competitive positioning vs competitors,https://docs.google.com/document/d/1h9B0TPLhLPvV1HIu43u4_NQbx0eWhuffYIMW40-kZVM/edit,,,,,content,document,battlecard,ccaas|enterprise|genesys|gladly|gladly-team|hero|sidekick|Enterprise|Hero|Sidekick,content,published,,0,0,2025-12-28T09:00:03.135Z
Gladly Awards Slide,gladly-awards-slide,Awards Wall 2025 templates showcasing Gladly industry awards and recognition.,Ready-to-use gladly awards slide template,https://docs.google.com/presentation/d/1JSs7366K039u3AhBiO-vxGEXv6b7avB5XhL_wlvyXSo/edit,,,,,content,slides,template,awards|brand|recognition|social-proof,content,published,,0,0,2025-12-28T09:00:03.135Z
Gladly Brand Guidelines,gladly-brand-guidelines-pdf,Complete Gladly Brand Guidelines covering logotype colors typography and visual identity.,Step-by-step gladly brand guidelines guidance,https://drive.google.com/file/d/1VnyDlJmpByt7nBbAmBVXQnA4lpBnqM5v/view,,,,,content,pdf,guide,brand|design|guidelines|identity|marketing|mktg|Marketing,content,published,,0,0,2025-12-28T09:00:03.135Z
Gladly Brand Guidelines High Level,gladly-brand-guidelines-high-level,Brand Guidelines presentation for consistent Gladly brand representation.,Step-by-step gladly brand guidelines guidance,https://docs.google.com/presentation/d/10SILxH41R64hYfIngnCsO3nZfbJY7zFDGB2cA9b1FoM/edit,,,,,content,slides,guide,brand|design|guidelines|marketing|mktg|Marketing,content,published,,0,0,2025-12-28T09:00:03.135Z
Gladly Customer AI Launch Video,gladly-customer-ai-launch-video,Video on Customer AI solving personalized service and cost-effectiveness tradeoffs.,Presentation on gladly customer ai,https://gladly.wistia.com/medias/6j0k6m70k1,,,,,content,video,deck,cost-savings|customer-ai|launch|personalization|platform|video|Video,content,published,,0,0,2025-12-28T09:00:03.914Z
Gladly Customer AI Video,gladly-customer-ai-video,Video highlighting Customer AI approach to fundamentally different CX.,Presentation on gladly customer ai,https://gladly.wistia.com/medias/1gkuxekq2f,,,,,content,video,deck,customer-ai|innovation|overview|platform|video|Video,content,published,,0,0,2025-12-28T09:00:03.718Z
Gladly Demo 2025,gladly-demo-2025,Video of Julie Chang experiencing personalized Sidekick AI service at Retali Outdoors.,Presentation on gladly demo 2025,https://gladly.wistia.com/medias/mrye3schxt,,,,,content,video,deck,customer-experience|demo|gladly|personalization|retail|sidekick|video|Retail|Sidekick|Video,content,published,,0,0,2025-12-28T09:00:03.914Z
Gladly Eliminates Silos One Pager,gladly-eliminates-silos-one-pager,Use Case One Pager showing how Gladly breaks siloed support experiences.,Quick reference gladly eliminates silos overview,https://drive.google.com/file/d/1pY4hOMPc7YhXm2AskFHACR6Zw33MDcnR/view,,,,,content,pdf,one-pager,gladly|omnichannel|sidekick|silos|unified|use-case|Sidekick,content,published,,0,0,2025-12-28T09:00:03.718Z
Gladly One Pager,gladly-one-pager,One-pager overview of Gladly AI-powered Customer Service Platform.,Quick reference gladly one pager overview,https://drive.google.com/file/d/1bT7UvpYZ3fWHfvuc_3ZQoE8AKPnoLDul/view,,,,,content,pdf,one-pager,customer-ai|gladly|overview|platform|sidekick|Sidekick,content,published,,0,0,2025-12-28T09:00:03.718Z
Gladly Partner Battle Card One Pager,gladly-partner-battlecard,Partner One Pager providing overview of Gladly's AI-powered customer service platform for partners.,Competitive positioning vs competitors,https://drive.google.com/file/d/17_9LCwnL9BH1ZfoeLQOhHPqn7RHNN-If/view,,,,,content,pdf,battlecard,customer-ai|overview|partner|platform,content,published,,0,0,2025-12-28T09:00:03.135Z
Gladly Platform Demo Guide Q2 2025,gladly-demo-guide-q2-2025,Comprehensive Gladly Platform Demo Guide and Script for Q2 2025 Demo Certification.,Step-by-step gladly platform demo guidance,https://docs.google.com/document/d/12vNcMToBUXSbvCUwiL4gnr-b5Z6x4-pUFUJ5IOxrORg/edit,,,,,content,document,guide,certification|demo|gladly|journeys|q2-2025|sc|script|sidekick|Sidekick,content,published,,0,0,2025-12-28T09:00:03.914Z
Gladly Reports and Insights,gladly-reports-and-insights,Reporting walkthrough format improves clarity for customer conversations Why It Matters: A simplified presentation format makes reporting easier to explain.,Meeting resource for target audience,https://docs.google.com/presentation/d/1K3vl9yFqU54gkf1C0nhABoFxm0kLCY5Ci7r5DQT240E/edit?slide=id.g36025773fef_0_793#slide=id.g36025773fef_0_793,,,,,coe,slides,meeting-asset,meeting-asset|implementation|gladly-team|insights-dashboards|Implementation,coe,published,,0,0,2025-12-28T15:27:13.314Z
Gladly Sales Process:  S0 -> S1,gladly-sales-process-s0-s1,"This selection of documents and sheets focuses on sales and Go-to-Market (GTM) strategy for Gladly, encompassing a GTM hub, competitor battlecards, and detailed sales process documentation.",GTM skills for gladly sales process:,https://drive.google.com/open?id=1UHYUQWIHF8iZYJ399KDmCuv86GfkZSGw,https://drive.google.com/open?id=1UHYUQWIHF8iZYJ399KDmCuv86GfkZSGw,,https://drive.google.com/drive/folders/1xbjiuteJWWVkT8K2GvNNLriS0R3urzrS?usp=drive_link,,enablement,live-replay,gtm-training,playbook|sales,enablement,published,,0,0,2025-12-28T07:49:21.783Z
Gladly Sidekick Video,gladly-sidekick-video,Video on Sidekick providing human-like interaction beyond deflection AI.,Presentation on gladly sidekick video,https://gladly.wistia.com/medias/xzm9o5gpsl,,,,,content,video,deck,ai|engagement|gladly|human-like|journeys|sidekick|video|Sidekick|Video,content,published,,0,0,2025-12-28T09:00:03.914Z
Gladly Slide Template,gladly-slide-template,Gladly Slide Template 2025 guide ensuring brand identity alignment in presentations.,Ready-to-use gladly slide template,https://docs.google.com/presentation/d/19gVbxwGuKvJKGDLAyRg_q_wJPcNXhSef-UgaQohEXCI/edit,,,,,content,slides,template,brand|design|guidelines|slides,content,published,,0,0,2025-12-28T09:00:03.135Z
Gorgias Battlecard,gorgias-battlecard,Competitive battle card positioning Gladly against Gorgias e-commerce customer service platform.,Competitive positioning vs Gorgias,https://drive.google.com/file/d/18QRQimV3gSjfZw7uSsFfXBLxICy0_qFg/view,,,,,content,pdf,battlecard,ecommerce|gorgias|retail|smb|Retail|SMB,content,published,,0,0,2025-12-28T09:00:03.135Z
